city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,rent_amount,property_tax
São Paulo,120,3,1,0,0,acept,not furnished,0,2200,0
São Paulo,44,1,1,1,13,not acept,furnished,2102,4300,477
Belo Horizonte,50,2,1,1,4,acept,not furnished,158,1140,0
São Paulo,87,2,2,2,15,acept,not furnished,722,3800,250
São Paulo,88,3,2,2,11,acept,furnished,1350,5870,108
São Paulo,376,3,3,2,0,acept,not furnished,0,1800,300
Porto Alegre,38,1,1,1,8,acept,not furnished,350,1490,46
Campinas,45,1,1,1,15,acept,not furnished,653,880,38
Rio de Janeiro,36,1,1,0,4,not acept,furnished,1,1627,1
Rio de Janeiro,75,2,1,1,4,acept,furnished,500,1360,33
São Paulo,85,2,2,1,6,not acept,furnished,850,3000,71
São Paulo,35,1,1,0,0,acept,not furnished,0,1100,30
Porto Alegre,58,2,2,2,8,acept,not furnished,500,2470,0
São Paulo,90,2,3,1,0,acept,not furnished,270,2300,3
Porto Alegre,87,2,1,1,6,acept,furnished,300,1550,43
São Paulo,136,3,2,2,8,not acept,furnished,1490,8090,417
Rio de Janeiro,124,3,2,2,8,not acept,furnished,1250,5400,250
São Paulo,51,1,1,0,13,acept,furnished,340,2500,79
Campinas,90,2,1,0,0,not acept,not furnished,0,1700,105
Porto Alegre,270,2,3,1,0,acept,not furnished,0,6500,38
Campinas,200,4,3,2,1,acept,not furnished,1150,3400,209
Porto Alegre,79,3,1,0,10,acept,furnished,480,1140,500
São Paulo,40,2,1,1,1,acept,not furnished,700,3300,0
São Paulo,300,3,5,4,0,acept,not furnished,470,6600,634
São Paulo,44,1,1,0,13,not acept,furnished,450,1900,104
São Paulo,130,3,2,2,0,acept,not furnished,0,2200,0
São Paulo,180,3,4,3,15,acept,furnished,1441,6400,690
São Paulo,79,3,2,2,4,not acept,furnished,660,3200,26
Belo Horizonte,50,1,1,1,4,not acept,furnished,530,1850,202
Campinas,110,3,1,1,0,acept,not furnished,0,1500,50
São Paulo,17,1,1,0,1,not acept,furnished,300,2200,50
Belo Horizonte,60,2,1,1,8,acept,not furnished,405,2100,162
Rio de Janeiro,95,2,2,0,5,acept,not furnished,900,1700,141
São Paulo,145,2,2,1,0,acept,not furnished,0,2975,190
São Paulo,125,3,4,5,0,acept,not furnished,0,10000,666
Rio de Janeiro,70,1,1,1,3,acept,furnished,750,2000,250
Rio de Janeiro,90,2,2,1,4,not acept,not furnished,900,2700,105
São Paulo,28,1,1,0,6,acept,furnished,280,2500,22
Campinas,110,3,3,2,0,acept,not furnished,560,3200,88
Belo Horizonte,165,3,3,3,0,acept,not furnished,0,3000,192
São Paulo,25,1,1,0,9,acept,furnished,160,1750,0
São Paulo,195,4,3,4,7,acept,not furnished,1808,2700,1067
Belo Horizonte,70,3,1,1,3,acept,not furnished,90,900,1
Campinas,50,1,1,0,1,not acept,furnished,640,2000,100
São Paulo,44,1,1,0,6,acept,not furnished,660,2800,110
Belo Horizonte,245,4,5,2,7,acept,not furnished,1400,2025,234
São Paulo,46,2,1,0,1,acept,not furnished,267,1700,0
Belo Horizonte,70,2,1,1,2,acept,not furnished,140,950,32
Rio de Janeiro,50,1,1,0,1,acept,furnished,250,750,0
Belo Horizonte,40,2,2,1,2,not acept,not furnished,210,900,0
São Paulo,94,3,2,2,17,acept,not furnished,915,2173,295
São Paulo,323,3,5,6,0,acept,not furnished,0,10000,985
Rio de Janeiro,140,3,2,2,7,acept,furnished,2320,7400,543
Rio de Janeiro,102,3,2,1,4,acept,not furnished,1600,5000,38
São Paulo,170,3,2,1,14,not acept,not furnished,1050,4500,263
Belo Horizonte,250,4,2,2,0,acept,furnished,600,3500,0
São Paulo,44,1,1,0,1,not acept,not furnished,0,1200,30
São Paulo,54,2,2,1,4,acept,not furnished,954,2800,199
Rio de Janeiro,125,4,4,2,8,acept,not furnished,1600,6130,217
São Paulo,80,3,1,1,8,acept,furnished,703,2500,87
São Paulo,150,3,2,4,0,acept,not furnished,0,9670,55
Belo Horizonte,50,2,1,1,10,acept,not furnished,160,800,0
São Paulo,270,4,4,4,0,acept,furnished,0,8840,667
São Paulo,53,1,1,1,6,not acept,furnished,0,3500,0
São Paulo,486,8,4,6,0,acept,not furnished,0,25000,2200
Belo Horizonte,200,3,1,1,0,acept,not furnished,0,3800,361
São Paulo,218,3,3,3,9,acept,furnished,1850,15000,809
São Paulo,50,1,1,1,0,acept,not furnished,0,1750,0
Porto Alegre,112,2,2,2,10,acept,not furnished,1100,3153,100
Campinas,300,4,5,4,0,acept,not furnished,0,4000,362
Belo Horizonte,75,2,1,2,0,acept,not furnished,0,1500,63
São Paulo,700,3,3,8,0,acept,furnished,1200,13500,1210
São Paulo,250,2,2,1,0,acept,not furnished,0,4800,534
Campinas,50,1,1,0,0,acept,not furnished,0,940,50
Rio de Janeiro,91,2,2,1,14,acept,furnished,5197,9800,620
Rio de Janeiro,83,2,1,1,4,acept,not furnished,850,2330,74
São Paulo,335,4,6,4,2,acept,furnished,3500,4500,0
São Paulo,520,4,4,3,0,acept,furnished,0,12000,1688
São Paulo,235,3,2,2,5,acept,furnished,3650,7200,626
São Paulo,50,1,1,0,3,acept,not furnished,400,1500,59
São Paulo,280,5,5,4,13,acept,not furnished,3100,10000,1167
São Paulo,80,1,1,1,2,not acept,not furnished,0,1200,0
São Paulo,70,2,2,1,0,acept,not furnished,0,2100,9
São Paulo,139,3,2,0,7,acept,not furnished,1250,8000,103
Belo Horizonte,325,4,3,0,0,acept,not furnished,0,9000,236
São Paulo,60,2,1,1,6,acept,not furnished,1064,1100,0
Porto Alegre,238,4,3,1,5,acept,furnished,1200,4250,300
São Paulo,50,1,1,0,0,not acept,not furnished,0,1093,0
São Paulo,128,3,3,0,9,acept,not furnished,1260,2900,226
São Paulo,300,3,6,6,0,not acept,not furnished,0,5000,1000
São Paulo,160,3,3,1,0,acept,not furnished,0,8000,0
Belo Horizonte,400,5,5,8,0,acept,not furnished,0,7900,513
Rio de Janeiro,62,2,1,0,3,acept,not furnished,605,1200,197
São Paulo,300,4,5,2,0,acept,not furnished,0,4200,250
São Paulo,300,5,5,4,8,acept,not furnished,3200,4792,1500
Campinas,30,1,1,0,0,not acept,not furnished,0,1400,0
Belo Horizonte,155,1,4,0,4,not acept,not furnished,560,2790,64
São Paulo,300,3,2,3,0,acept,furnished,0,3700,130
São Paulo,37,1,1,1,12,acept,furnished,399,3700,0
São Paulo,35,1,1,0,16,not acept,furnished,2000,1500,309
Porto Alegre,55,1,1,0,1,acept,not furnished,250,700,32
São Paulo,50,1,1,0,1,acept,not furnished,325,1550,25
São Paulo,64,2,1,2,10,not acept,furnished,2530,4000,342
São Paulo,49,2,1,1,5,acept,not furnished,360,2000,0
Campinas,87,3,2,1,9,acept,not furnished,743,1800,109
São Paulo,250,3,4,2,0,acept,not furnished,300,3480,360
São Paulo,72,3,2,1,3,not acept,not furnished,790,1750,3
São Paulo,76,3,3,2,1,acept,not furnished,900,2662,284
Porto Alegre,163,3,4,2,3,acept,furnished,1916,8000,217
São Paulo,75,2,1,0,5,acept,furnished,500,4000,0
Campinas,89,3,2,1,7,acept,not furnished,860,1800,70
São Paulo,93,3,3,2,5,acept,furnished,1203,4200,267
São Paulo,420,3,6,4,0,not acept,not furnished,0,6500,0
Belo Horizonte,640,6,7,5,0,acept,furnished,0,6141,667
São Paulo,326,3,4,5,12,acept,furnished,3600,15000,3000
São Paulo,136,3,4,3,4,not acept,not furnished,1546,3500,350
Porto Alegre,39,1,1,0,2,acept,furnished,120,780,8
Belo Horizonte,70,2,1,1,1,acept,not furnished,490,900,0
São Paulo,480,4,6,5,0,acept,not furnished,0,15000,1572
São Paulo,50,2,1,0,5,acept,not furnished,515,1900,42
São Paulo,180,3,3,5,0,acept,not furnished,0,2500,232
Belo Horizonte,100,3,2,2,9,acept,furnished,850,3000,371
Belo Horizonte,100,3,2,1,0,acept,furnished,100,2000,74
São Paulo,560,5,5,6,0,acept,not furnished,0,15000,1917
São Paulo,180,5,3,2,0,not acept,not furnished,0,9000,0
Rio de Janeiro,44,1,1,0,3,acept,not furnished,505,2350,67
São Paulo,18,1,1,1,3,not acept,not furnished,690,1090,84
Campinas,154,2,2,1,0,acept,not furnished,0,1300,109
São Paulo,80,2,2,1,1,not acept,furnished,2224,2800,334
Belo Horizonte,308,2,3,3,0,acept,not furnished,0,2000,171
São Paulo,150,4,4,1,0,acept,furnished,0,4500,615
São Paulo,80,2,2,2,4,acept,not furnished,850,2450,250
São Paulo,70,2,1,1,1,acept,not furnished,280,1000,138
São Paulo,136,3,2,1,7,acept,furnished,1780,4000,250
Porto Alegre,55,1,1,1,6,acept,not furnished,450,935,45
Porto Alegre,90,3,2,1,2,acept,furnished,650,2200,60
Campinas,48,2,1,1,8,acept,not furnished,380,1545,49
São Paulo,224,4,5,3,12,acept,not furnished,9500,9500,1650
Porto Alegre,32,1,1,1,4,acept,not furnished,450,2500,42
Rio de Janeiro,60,2,1,1,8,acept,not furnished,355,500,47
Rio de Janeiro,150,3,2,1,12,acept,furnished,1100,4200,234
São Paulo,260,3,5,3,3,acept,not furnished,4400,4500,134
São Paulo,42,1,1,0,3,acept,not furnished,350,1120,34
Belo Horizonte,320,4,3,3,10,not acept,furnished,1700,7000,600
Porto Alegre,460,4,4,4,0,acept,not furnished,0,4000,270
São Paulo,208,3,3,3,13,acept,not furnished,2204,5960,641
São Paulo,360,4,5,4,12,acept,not furnished,4350,6593,1830
São Paulo,30,1,1,0,1,not acept,furnished,1200,1500,25
São Paulo,132,2,2,0,1,acept,furnished,978,2900,0
Belo Horizonte,250,6,6,2,0,acept,not furnished,0,9000,495
São Paulo,29,1,1,1,10,not acept,furnished,1500,3050,200
São Paulo,100,1,2,2,0,acept,not furnished,0,2000,84
Rio de Janeiro,100,3,2,1,12,acept,not furnished,700,1920,217
Porto Alegre,120,3,3,0,7,acept,furnished,1126,7500,284
Belo Horizonte,390,6,3,2,0,acept,not furnished,0,11000,417
São Paulo,80,3,1,0,0,acept,not furnished,0,2400,60
São Paulo,140,3,3,1,2,acept,furnished,1100,3000,59
São Paulo,146,3,2,2,14,acept,furnished,1400,3500,600
Belo Horizonte,360,4,2,4,0,acept,not furnished,0,6000,189
São Paulo,165,3,3,4,9,acept,not furnished,2000,5000,584
São Paulo,100,3,2,2,0,acept,furnished,550,3570,63
São Paulo,80,3,2,2,11,acept,not furnished,890,3100,90
São Paulo,29,1,1,0,18,acept,not furnished,298,2300,25
Campinas,46,1,1,1,4,not acept,not furnished,560,935,45
São Paulo,110,3,2,2,14,not acept,furnished,1850,5500,341
São Paulo,300,3,3,3,0,acept,not furnished,1,3400,417
São Paulo,62,2,2,3,7,acept,not furnished,2890,7000,384
São Paulo,150,3,1,0,3,not acept,not furnished,200,4200,12
Porto Alegre,92,3,1,0,3,acept,not furnished,600,1800,42
Belo Horizonte,50,2,1,1,4,acept,not furnished,150,900,0
São Paulo,220,3,3,3,9,acept,not furnished,3500,8900,1466
Rio de Janeiro,250,4,3,2,6,acept,not furnished,2870,5300,852
Rio de Janeiro,160,3,2,1,2,acept,not furnished,2000,4000,417
Rio de Janeiro,110,3,2,1,7,acept,not furnished,1250,2500,309
São Paulo,120,4,4,4,0,acept,not furnished,0,4000,0
Porto Alegre,101,3,2,1,3,acept,not furnished,630,2900,142
São Paulo,60,2,1,0,8,not acept,furnished,435,1800,0
São Paulo,60,2,1,1,0,not acept,not furnished,0,1700,23
São Paulo,330,4,3,0,9,acept,not furnished,4400,10000,1084
São Paulo,350,3,6,4,28,acept,furnished,2100,12000,1417
Rio de Janeiro,26,1,1,0,1,acept,not furnished,0,2100,167
São Paulo,110,4,5,3,0,acept,not furnished,0,3900,625
São Paulo,233,3,4,4,15,not acept,furnished,3780,4300,2567
Belo Horizonte,441,5,5,8,0,acept,not furnished,0,8000,553
Porto Alegre,44,1,1,0,4,acept,furnished,270,550,6
São Paulo,150,3,4,3,0,acept,furnished,0,4600,500
São Paulo,50,1,1,0,0,acept,not furnished,0,820,8
Belo Horizonte,136,4,3,1,1,acept,not furnished,347,2300,72
São Paulo,455,3,2,4,0,acept,not furnished,0,11000,1834
Belo Horizonte,160,4,4,3,12,not acept,furnished,1634,6500,696
São Paulo,58,1,1,2,2,acept,not furnished,640,2000,0
Porto Alegre,75,2,1,0,1,acept,not furnished,380,2500,100
Rio de Janeiro,160,3,2,1,1,acept,not furnished,2300,3150,3700
São Paulo,310,5,2,2,15,acept,not furnished,2800,5000,1084
São Paulo,180,3,2,2,3,acept,not furnished,2200,2500,542
São Paulo,207,3,4,3,3,acept,not furnished,2600,2500,817
São Paulo,91,3,3,3,5,not acept,not furnished,1312,2438,850
São Paulo,275,4,3,4,5,acept,furnished,3000,10000,0
São Paulo,265,4,6,3,6,not acept,not furnished,2400,2500,1284
São Paulo,57,1,1,1,4,acept,furnished,300,6000,17
Porto Alegre,450,5,5,2,0,acept,not furnished,1100,8000,417
São Paulo,245,4,5,4,9,acept,not furnished,2641,3200,744
São Paulo,216,3,4,2,10,acept,not furnished,3400,4675,870
Campinas,74,3,2,1,4,acept,not furnished,390,900,24
São Paulo,80,2,1,1,6,acept,not furnished,654,2300,94
São Paulo,130,3,2,2,6,acept,not furnished,1100,3850,209
Porto Alegre,56,1,2,1,6,acept,furnished,650,2500,100
São Paulo,163,2,3,3,3,acept,not furnished,1650,7000,896
Porto Alegre,70,2,1,0,8,acept,furnished,400,1200,34
Campinas,45,1,1,0,3,acept,not furnished,412,860,66
São Paulo,80,1,2,0,6,not acept,not furnished,1174,3900,135
São Paulo,80,2,1,0,11,not acept,not furnished,600,1950,0
São Paulo,600,3,3,4,0,acept,not furnished,0,6800,966
Belo Horizonte,150,3,2,2,3,acept,not furnished,1350,1600,108
Belo Horizonte,28,1,1,1,0,not acept,furnished,550,1250,0
São Paulo,265,3,3,2,0,acept,furnished,0,8712,1167
Belo Horizonte,100,4,2,2,0,acept,not furnished,0,2840,369
Campinas,55,1,1,1,3,not acept,not furnished,260,1100,30
Campinas,48,2,1,1,4,acept,not furnished,243,850,0
Rio de Janeiro,82,2,2,0,2,acept,not furnished,1296,3000,232
Belo Horizonte,140,4,3,3,4,acept,not furnished,1320,3300,292
Belo Horizonte,360,5,6,4,0,acept,furnished,0,12000,329
São Paulo,35,1,1,0,7,acept,not furnished,400,1200,0
Porto Alegre,72,2,2,1,2,acept,not furnished,650,950,100
Belo Horizonte,133,3,2,3,1,not acept,not furnished,806,2100,161
Porto Alegre,95,3,1,2,2,acept,not furnished,510,1300,96
Porto Alegre,27,1,1,0,2,acept,not furnished,100,960,75
São Paulo,30,1,1,1,6,not acept,furnished,2400,3500,0
Belo Horizonte,350,5,5,3,3,not acept,not furnished,500,2000,252
São Paulo,179,3,3,3,12,acept,furnished,1800,3200,900
Porto Alegre,65,3,2,1,3,acept,not furnished,400,850,24
Rio de Janeiro,150,4,3,2,0,acept,not furnished,0,5000,717
São Paulo,35,1,1,0,1,not acept,not furnished,0,1310,0
Porto Alegre,47,1,1,1,1,not acept,furnished,400,2200,0
Belo Horizonte,360,6,3,4,0,acept,not furnished,0,7000,1108
São Paulo,115,2,2,1,18,acept,furnished,950,6500,125
São Paulo,341,3,3,2,6,acept,not furnished,2600,4400,825
Porto Alegre,89,2,2,1,2,acept,not furnished,350,1850,0
Rio de Janeiro,46,1,1,0,3,acept,not furnished,650,2350,131
São Paulo,226,3,4,3,6,acept,not furnished,2200,6900,1209
Rio de Janeiro,32,1,1,0,10,acept,not furnished,360,1430,62
São Paulo,115,2,3,2,8,acept,not furnished,1380,12000,790
Porto Alegre,164,3,3,0,5,acept,not furnished,1680,4500,225
São Paulo,37,1,1,1,8,acept,furnished,500,3000,125
São Paulo,160,3,2,2,0,acept,not furnished,0,4000,267
São Paulo,175,4,3,2,0,acept,not furnished,0,3200,380
Belo Horizonte,140,3,2,1,11,not acept,furnished,1000,3300,184
São Paulo,400,4,6,5,0,acept,not furnished,0,5300,984
São Paulo,45,1,2,0,1,acept,not furnished,0,1430,0
Belo Horizonte,153,4,2,2,1,acept,not furnished,1000,3500,426
Campinas,56,2,1,1,1,acept,not furnished,345,760,11
São Paulo,383,4,5,6,0,acept,not furnished,2780,9500,1760
São Paulo,146,3,4,2,8,acept,furnished,1800,11000,592
São Paulo,135,3,2,0,3,acept,not furnished,1400,4500,317
São Paulo,37,1,1,1,18,not acept,not furnished,676,3000,112
São Paulo,238,3,5,3,1,acept,furnished,2700,15000,834
São Paulo,55,1,1,0,1,acept,not furnished,0,1100,0
São Paulo,92,2,2,2,17,acept,furnished,840,2288,244
Porto Alegre,215,6,6,6,0,acept,not furnished,0,5000,109
Porto Alegre,320,4,4,2,13,acept,furnished,1500,4500,2900
Campinas,64,1,2,1,11,not acept,not furnished,930,1540,68
Belo Horizonte,92,2,2,2,16,acept,not furnished,1169,5000,67
Rio de Janeiro,72,2,1,1,3,acept,not furnished,300,800,15
Rio de Janeiro,65,1,1,0,4,acept,not furnished,350,2200,30
Rio de Janeiro,500,5,5,2,11,acept,furnished,2500,8000,459
São Paulo,131,4,4,2,11,acept,not furnished,1400,4500,317
São Paulo,70,3,2,2,16,acept,furnished,650,2500,120
São Paulo,530,4,6,4,11,acept,not furnished,4310,2569,2417
Belo Horizonte,85,3,3,2,2,not acept,not furnished,270,1750,165
São Paulo,20,1,1,0,1,acept,furnished,602,1800,130
São Paulo,139,3,4,2,12,not acept,furnished,1350,11000,500
São Paulo,45,1,1,1,1,not acept,furnished,3000,5520,0
Belo Horizonte,266,4,3,2,0,acept,not furnished,0,7500,236
Belo Horizonte,110,3,2,4,0,acept,not furnished,30,2100,145
São Paulo,182,3,4,3,0,acept,not furnished,0,7000,459
São Paulo,318,4,6,4,0,not acept,not furnished,2500,12000,334
São Paulo,380,4,6,1,0,not acept,furnished,0,10840,334
Rio de Janeiro,85,2,3,0,1,acept,not furnished,0,1940,167
Porto Alegre,62,2,1,0,3,acept,not furnished,80,1250,40
Rio de Janeiro,42,1,1,0,8,acept,not furnished,500,1300,42
São Paulo,50,2,2,1,10,acept,not furnished,400,1900,0
Belo Horizonte,52,2,1,1,3,acept,not furnished,300,860,61
São Paulo,179,4,4,3,8,acept,furnished,1100,8500,751
Rio de Janeiro,100,2,3,0,12,acept,not furnished,800,2662,373
Rio de Janeiro,80,2,2,1,4,acept,not furnished,1090,2500,119
São Paulo,180,3,1,1,1,acept,not furnished,100,2500,84
Porto Alegre,650,4,6,5,0,acept,furnished,0,13800,650
Porto Alegre,51,1,1,1,4,acept,not furnished,450,2000,61
Campinas,48,2,1,1,1,not acept,furnished,295,1400,27
Rio de Janeiro,350,4,4,2,14,acept,furnished,1980,9000,833
São Paulo,354,5,6,3,0,acept,not furnished,0,8850,958
São Paulo,250,4,5,0,6,acept,not furnished,2023,12000,1584
São Paulo,55,2,2,1,2,acept,not furnished,600,1300,67
São Paulo,60,2,2,1,7,acept,furnished,752,3800,130
São Paulo,350,4,3,4,0,acept,not furnished,1,7300,600
Rio de Janeiro,70,3,2,0,1,acept,not furnished,0,1500,50
Belo Horizonte,150,4,2,1,0,acept,not furnished,0,2250,9
São Paulo,32,1,1,0,5,acept,not furnished,400,2001,0
Rio de Janeiro,50,1,1,0,1,not acept,furnished,400,2960,200
Belo Horizonte,744,6,6,8,0,acept,furnished,450,11000,3000
Belo Horizonte,26,1,1,1,1,acept,not furnished,60,750,67
São Paulo,63,2,2,1,1,acept,furnished,720,3500,113
São Paulo,60,2,1,0,6,acept,not furnished,450,1600,0
São Paulo,120,3,2,1,7,acept,furnished,1400,3280,125
Rio de Janeiro,47,2,1,1,5,acept,not furnished,513,1000,0
Campinas,93,3,2,2,2,acept,not furnished,657,1700,73
São Paulo,92,3,2,0,13,acept,not furnished,870,5800,242
Porto Alegre,84,3,2,1,8,acept,not furnished,500,2200,77
São Paulo,100,2,2,1,0,not acept,not furnished,0,1450,80
Campinas,380,4,6,6,0,not acept,not furnished,0,4100,269
São Paulo,130,3,2,1,13,acept,not furnished,1600,2900,200
São Paulo,200,3,3,2,7,not acept,furnished,2500,6000,125
São Paulo,33,1,1,1,26,not acept,furnished,1500,2000,250
São Paulo,100,3,1,0,0,acept,not furnished,0,2200,350
São Paulo,115,2,1,0,5,acept,not furnished,1500,2200,67
São Paulo,327,4,4,5,9,acept,furnished,5200,7000,2662
Belo Horizonte,45,2,1,1,1,acept,not furnished,0,880,0
Porto Alegre,124,3,3,1,7,acept,not furnished,970,1942,68
São Paulo,64,1,2,1,15,acept,furnished,650,8900,154
Belo Horizonte,212,4,2,1,5,acept,furnished,1364,2100,250
São Paulo,100,2,3,2,4,acept,not furnished,1800,2200,209
São Paulo,38,1,1,1,3,acept,furnished,475,3008,0
São Paulo,330,3,5,5,8,acept,furnished,3300,7500,1400
São Paulo,71,2,1,1,8,acept,not furnished,800,2140,0
São Paulo,70,2,2,1,16,not acept,not furnished,662,4500,122
São Paulo,220,4,3,3,3,acept,not furnished,1600,3400,0
São Paulo,128,3,2,2,1,acept,not furnished,1100,2500,293
São Paulo,35,1,1,1,16,acept,furnished,572,4900,70
Porto Alegre,220,4,3,1,0,not acept,furnished,230,2000,0
São Paulo,380,4,6,6,11,acept,furnished,4500,12000,3000
São Paulo,43,2,1,1,1,not acept,not furnished,750,1375,17
São Paulo,60,1,1,0,1,acept,not furnished,0,1250,280
Rio de Janeiro,53,1,1,0,7,acept,not furnished,1,1700,74
São Paulo,50,2,1,1,25,acept,furnished,428,3900,71
São Paulo,65,2,2,0,6,acept,not furnished,400,1910,0
São Paulo,150,3,2,1,0,acept,not furnished,0,1450,0
Belo Horizonte,70,3,1,0,4,acept,not furnished,330,970,85
São Paulo,49,1,1,1,7,acept,furnished,1730,6200,0
São Paulo,30,1,1,0,0,not acept,not furnished,0,1200,0
São Paulo,45,1,1,0,7,acept,not furnished,265,1275,0
Porto Alegre,260,2,2,1,4,acept,not furnished,170,2000,25
Porto Alegre,32,1,1,1,4,acept,not furnished,450,2500,42
São Paulo,197,3,4,1,10,acept,not furnished,2665,4500,459
Rio de Janeiro,500,2,5,5,0,not acept,not furnished,0,1810,54
São Paulo,136,3,3,2,5,acept,not furnished,1439,2200,339
Belo Horizonte,120,4,4,2,6,acept,not furnished,1100,3000,493
São Paulo,115,3,2,1,9,acept,furnished,1082,6300,224
São Paulo,130,2,1,1,9,acept,not furnished,1159,3850,160
São Paulo,87,3,3,2,12,not acept,furnished,930,3000,253
São Paulo,95,3,2,0,2,acept,not furnished,0,2350,0
Campinas,70,1,2,1,11,not acept,furnished,1700,1500,184
Rio de Janeiro,87,2,2,1,8,acept,not furnished,1110,3500,249
Belo Horizonte,50,1,1,0,0,not acept,not furnished,0,1050,39
São Paulo,50,1,1,1,1,acept,not furnished,795,3500,213
São Paulo,128,3,4,2,8,not acept,furnished,1337,5000,609
Rio de Janeiro,86,3,2,1,7,acept,furnished,1300,3300,228
São Paulo,100,3,2,1,4,not acept,furnished,950,2700,71
São Paulo,139,4,5,2,6,not acept,not furnished,1500,10000,584
Campinas,72,2,1,0,2,not acept,not furnished,606,780,60
Belo Horizonte,120,3,3,3,1,acept,not furnished,750,2650,434
São Paulo,24,1,1,0,4,not acept,furnished,368,2530,55
Campinas,135,2,2,2,2,acept,not furnished,1175,3800,255
São Paulo,280,3,4,4,6,acept,not furnished,4095,5450,1042
São Paulo,49,1,1,1,18,not acept,furnished,600,5400,0
São Paulo,40,1,1,0,18,not acept,furnished,0,2600,0
São Paulo,320,3,3,4,0,acept,not furnished,0,8000,1167
São Paulo,52,1,1,1,8,not acept,not furnished,1700,4420,188
São Paulo,20,1,1,0,3,not acept,furnished,300,600,40
São Paulo,240,3,3,4,22,acept,not furnished,3538,12000,1975
Porto Alegre,109,3,2,1,7,acept,not furnished,992,2080,167
São Paulo,119,3,3,1,8,not acept,furnished,790,3750,135
São Paulo,340,4,6,4,8,acept,furnished,3100,2800,1667
São Paulo,790,4,4,2,0,acept,not furnished,2500,10000,2500
São Paulo,35,1,1,0,5,acept,furnished,700,1618,29
São Paulo,98,3,3,2,1,acept,furnished,1975,2900,459
